gender,age,amount_music,life_enjoyment,resilience,balanced_life,emotional_flex,self_actualization,songs,trauma,id_master,total_health,health_categorical,song_order,id_song,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
Female,18 - 30,2+,3,3,2,2,4,21K Bruno Mars,No,175,14,0.0,1,175.0,24K Magic,Bruno Mars,0.8029999999999999,0.818,0.153,0.632,106.97,0.0,0.034,78.0,"['dance pop', 'pop']"
Female,18 - 30,2+,3,3,2,2,4,Thinking Out Loud Ed Sheeran,No,175,14,0.0,2,175.0,Thinking Out Loud,Ed Sheeran,0.445,0.7809999999999999,0.184,0.591,78.998,0.0,0.474,86.0,['pop']
Female,18 - 30,2+,3,3,2,2,4,Orphelia The Lumineers,No,175,14,0.0,3,175.0,Ophelia,The Lumineers,0.573,0.664,0.0857,0.5660000000000001,76.023,0.000363,0.613,79.0,"['folk-pop', 'modern rock', 'pop', 'pop rock', 'stomp and holler']"
Female,17 & Under,1 - 2,3,4,5,3,3,Never be like you Flume,No,176,18,1.0,2,176.0,Never Be Like You (feat. Kai),Flume,0.557,0.444,0.152,0.29600000000000004,115.05799999999999,0.0,0.45299999999999996,71.0,"['australian alternative rock', 'australian dance', 'downtempo', 'edm', 'pop']"
Male,18 - 30,1 - 2,6,6,3,6,6,Maria Maria Santana,Yes,177,27,1.0,1,177.0,Maria Maria - Radio Mix,Santana,0.601,0.777,0.0348,0.68,97.911,0.00201,0.0406,70.0,"['blues-rock', 'classic rock', 'rock']"
Male,18 - 30,1 - 2,6,6,3,6,6,Caroline Anime,Yes,177,27,1.0,2,177.0,Caroline,Aminé,0.335,0.94,0.262,0.7070000000000001,120.04,0.0,0.17,76.0,"['hip hop', 'pop', 'portland hip hop', 'rap', 'underground hip hop']"
Male,18 - 30,1 - 2,6,6,3,6,6,Black Beatles Rae Sremmurd,Yes,177,27,1.0,3,177.0,Black Beatles,Rae Sremmurd,0.632,0.794,0.128,0.355,145.92600000000004,0.0,0.142,79.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
Female,18 - 30,2+,5,3,6,4,2,Midnight Moon Oh Wonder,No,178,20,1.0,1,178.0,Midnight Moon,Oh Wonder,0.48,0.685,0.133,0.657,142.972,0.00828,0.632,54.0,"['electropop', 'indie poptimism', 'indie r&b', 'modern rock', 'pop']"
Female,18 - 30,2+,5,3,6,4,2,Basement Party MAX,No,178,20,1.0,2,178.0,Basement Party,MAX,0.9540000000000001,0.773,0.0805,0.6859999999999999,112.031,0.0,0.0574,44.0,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
Female,18 - 30,2+,5,3,6,4,2,Don't Look Back Ben Phipps,No,178,20,1.0,3,178.0,Don't Look Back,Ben Phipps,0.359,0.779,0.0883,0.133,114.009,0.0376,0.8059999999999999,39.0,[]
Female,18 - 30,2+,4,4,3,3,5,Glawio com truise ,No,179,19,1.0,1,179.0,Glawio,Com Truise,0.608,0.603,0.255,0.14400000000000002,175.959,0.551,0.134,40.0,"['chillwave', 'future funk', 'indietronica', 'retro electro', 'vaporwave', 'wonky']"
Female,18 - 30,2+,4,4,3,3,5,Cherub rock smashing pumpkins ,No,179,19,1.0,2,179.0,Cherub Rock - Remastered 2011,The Smashing Pumpkins,0.867,0.382,0.196,0.45299999999999996,87.309,0.581,5.91e-06,62.0,"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'permanent wave', 'pop rock', 'post-grunge', 'rock']"
Female,18 - 30,2+,4,4,3,3,5,Get dark the zolas ,No,179,19,1.0,3,179.0,Get Dark,The Zolas,0.644,0.69,0.196,0.66,103.053,0.0,0.408,34.0,"['canadian indie', 'vancouver indie']"
Female,17 & Under,1 - 2,5,4,5,3,3,Adele when we were young ,Yes,180,20,1.0,1,180.0,When We Were Young,Adele,0.594,0.381,0.0925,0.273,143.86,0.0,0.348,74.0,['pop']
Female,17 & Under,1 - 2,5,4,5,3,3,It girl Jason Deurlo ,Yes,180,20,1.0,2,180.0,It Girl,Jason Derulo,0.718,0.6679999999999999,0.10400000000000001,0.345,91.993,0.0,0.0165,71.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
Male,18 - 30,0 - 1,3,6,2,6,4,Swallow up the ocean Billytalent,Yes,181,21,1.0,1,181.0,Swallowed up by the Ocean,Billy Talent,0.894,0.581,0.16899999999999998,0.183,112.052,0.0,0.00509,37.0,"['alternative metal', 'canadian punk', 'punk']"
Male,18 - 30,0 - 1,3,6,2,6,4,Lost in Hollywood System of a Down,Yes,181,21,1.0,2,181.0,Lost In Hollywood,System Of A Down,0.797,0.295,0.125,0.107,150.30100000000004,0.00042699999999999997,0.598,67.0,"['alternative metal', 'nu metal', 'post-grunge', 'rock']"
Male,18 - 30,0 - 1,3,6,2,6,4,Tighted up The Black Keys,Yes,181,21,1.0,3,181.0,Tighten Up,The Black Keys,0.711,0.517,0.568,0.5820000000000001,108.846,7.15e-06,0.000763,61.0,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']"
Male,18 - 30,2+,4,4,2,2,4,Closer Chainsmokers,No,182,16,1.0,1,182.0,Closer,The Chainsmokers,0.524,0.748,0.111,0.6609999999999999,95.01,0.0,0.414,88.0,"['edm', 'electropop', 'pop', 'tropical house']"
Male,18 - 30,2+,4,4,2,2,4,Power Kanye West,No,182,16,1.0,2,182.0,POWER,Kanye West,0.915,0.5429999999999999,0.7440000000000001,0.5770000000000001,153.998,0.0,0.0162,80.0,"['pop rap', 'rap']"
Male,18 - 30,2+,4,4,2,2,4,We Don't Talk Anymore Charlie Puth,No,182,16,1.0,3,182.0,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.563,0.728,0.179,0.35200000000000004,100.01700000000001,0.0,0.621,72.0,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
Male,18 - 30,2+,5,6,5,5,6,Too Good Drake,Yes,183,27,1.0,2,183.0,Too Good,Drake,0.6409999999999999,0.82,0.102,0.395,117.97399999999999,5.07e-05,0.0662,77.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
Male,18 - 30,2+,5,6,5,5,6,Party Up (Up In Here) DMX,Yes,183,27,1.0,3,183.0,Party Up (Up In Here),DMX,0.8340000000000001,0.736,0.40700000000000003,0.23399999999999999,100.979,0.0,0.077,55.0,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']"
Female,18 - 30,1 - 2,4,5,5,4,6,Fresh Eyes Andy Grammer,No,184,24,1.0,1,184.0,Fresh Eyes,Andy Grammer,0.495,0.825,0.145,0.8809999999999999,122.052,4.01e-05,0.581,64.0,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
Female,18 - 30,1 - 2,4,5,5,4,6,Vente Pa' Ca Ricky Martin,No,184,24,1.0,2,184.0,Vente Pa' Ca,Ricky Martin,0.92,0.6629999999999999,0.10099999999999999,0.5329999999999999,99.935,1.6899999999999994e-05,0.0043100000000000005,77.0,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'tropical']"
Female,18 - 30,1 - 2,4,5,5,4,6,Would I lie to you David Guetta,No,184,24,1.0,3,184.0,Would I Lie To You - Radio Edit,David Guetta,0.826,0.6709999999999999,0.631,0.774,123.986,0.0,0.00718,70.0,"['dance pop', 'edm', 'pop']"
Male,18 - 30,1 - 2,3,4,5,3,3,I Need A Girl P. Diddy,No,185,18,1.0,1,185.0,"I Need a Girl Part 2 (feat. Loon, Ginuwine & Mario Winans)",Diddy,0.47100000000000003,0.713,0.0308,0.7809999999999999,199.765,0.0,0.42100000000000004,67.0,"['dance pop', 'dirty south rap', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap']"
Male,18 - 30,1 - 2,3,4,5,3,3,One in a Million Neyo,No,185,18,1.0,2,185.0,One In A Million,Ne-Yo,0.794,0.763,0.327,0.65,99.999,2.86e-06,0.122,63.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
Male,18 - 30,1 - 2,3,4,5,3,3,I Want It That Way Backstreet Boys,No,185,18,1.0,3,185.0,I Want It That Way,Backstreet Boys,0.7020000000000001,0.6890000000000001,0.159,0.484,99.031,0.0,0.21600000000000005,80.0,"['boy band', 'dance pop', 'europop', 'pop']"
Female,18 - 30,2+,6,4,4,4,4,broccolli ,No,186,22,1.0,2,186.0,Broccolli,XENPÄI,0.309,0.775,0.109,0.483,112.027,0.0,0.28300000000000003,2.0,[]
Female,18 - 30,2+,6,4,4,4,4,Say it Tory Lanz,No,186,22,1.0,3,186.0,Say It,Tory Lanez,0.529,0.546,0.124,0.247,107.331,6.5000000000000004e-06,0.0862,75.0,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']"
Male,18 - 30,2+,3,4,5,4,6,Playing with Fire BlackPink,Yes,187,22,1.0,1,187.0,PLAYING WITH FIRE,BLACKPINK,0.758,0.7070000000000001,0.141,0.674,97.037,0.0,0.0399,76.0,['k-pop']
Male,18 - 30,2+,3,4,5,4,6,Call on Me Ryan Riback remix,Yes,187,22,1.0,2,187.0,Call on Me - Ryan Riback Remix,Starley,0.838,0.67,0.159,0.7170000000000001,104.99799999999999,0.000611,0.0604,72.0,['aussietronica']
Male,18 - 30,2+,3,4,5,4,6,Juju on That Beat Zay Hilfigerrrrrr,Yes,187,22,1.0,3,187.0,Juju on That Beat (TZ Anthem),"Zay Hilfigerrr, Zayion McCall",0.887,0.807,0.391,0.78,160.517,0.0,0.00381,58.0,[]
Female,18 - 30,2+,3,4,4,3,4,Starry The Weeknd,No,188,18,1.0,1,188.0,Starboy,The Weeknd,0.5870000000000001,0.679,0.13699999999999998,0.486,186.003,6.35e-06,0.141,84.0,"['dfw rap', 'melodic rap', 'rap']"
Female,18 - 30,2+,3,4,4,3,4,Hymn for the weekend Coldplay,No,188,18,1.0,2,188.0,Hymn For The Weekend,Coldplay,0.743,0.49,0.3,0.363,89.97399999999998,7.21e-06,0.255,80.0,"['permanent wave', 'pop']"
Female,18 - 30,2+,3,4,4,3,4,Heathens 21 Pilots,No,188,18,1.0,3,188.0,Heathens,Twenty One Pilots,0.396,0.732,0.105,0.5479999999999999,90.024,3.5799999999999996e-05,0.0841,83.0,"['pop punk', 'rock']"
Female,18 - 30,2+,4,4,4,3,5,Waste a moment Kings of Leon,Yes,189,20,1.0,1,189.0,Waste A Moment,Kings of Leon,0.85,0.436,0.128,0.537,152.644,0.74,0.0008609999999999999,69.0,"['garage rock', 'indie rock', 'modern rock', 'rock']"
Female,18 - 30,2+,4,4,4,3,5,Work this body Walk the Moon,Yes,189,20,1.0,2,189.0,Work This Body,WALK THE MOON,0.831,0.42100000000000004,0.46399999999999997,0.488,134.02700000000002,0.0,0.0283,61.0,"['indie pop', 'indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']"
Female,18 - 30,2+,4,4,4,3,5,Something to believe in Young the Giant,Yes,189,20,1.0,3,189.0,Something To Believe In,Young the Giant,0.8859999999999999,0.623,0.247,0.7090000000000001,92.021,0.0,0.0245,64.0,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp and holler']"
Male,18 - 30,1 - 2,5,6,5,6,5,To Dream Tory Lanez,No,190,27,1.0,1,190.0,To D.R.E.A.M.,Tory Lanez,0.523,0.48,0.14300000000000002,0.0979,137.671,0.0,0.00979,49.0,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']"
Male,18 - 30,1 - 2,5,6,5,6,5,Exchange Bryson Tiller ,No,190,27,1.0,2,190.0,Exchange,Bryson Tiller,0.433,0.53,0.135,0.27399999999999997,160.14,0.0,0.10800000000000001,81.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
Male,18 - 30,1 - 2,5,6,5,6,5,Break from Toronto Partynextdoor,No,190,27,1.0,3,190.0,Break From Toronto,PARTYNEXTDOOR,0.6779999999999999,0.596,0.418,0.259,117.066,0.004,0.0199,71.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
Male,18 - 30,0 - 1,5,4,4,5,6,The Hound Elvis Presley,Yes,191,24,1.0,2,191.0,Hound Dog,Elvis Presley,0.7559999999999999,0.35700000000000004,0.76,0.95,174.797,0.00505,0.733,72.0,"['christmas', 'rock-and-roll', 'rockabilly']"
Male,18 - 30,0 - 1,5,4,4,5,6,Johnny B. Goode Chuck Berry,Yes,191,24,1.0,3,191.0,Johnny B. Goode,Chuck Berry,0.8059999999999999,0.522,0.313,0.9690000000000001,168.078,5.479999999999999e-05,0.748,74.0,"['blues-rock', 'christmas', 'classic rock', 'folk rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
Male,18 - 30,1 - 2,3,4,3,4,5,Magnify We Are Messengers,Yes,192,19,1.0,1,192.0,Magnify,We Are Messengers,0.7659999999999999,0.5660000000000001,0.11699999999999999,0.401,139.955,0.0,0.133,54.0,"['ccm', 'christian alternative rock', 'christian music']"
Male,18 - 30,1 - 2,3,4,3,4,5, Thy Will Hilary Scott,Yes,192,19,1.0,2,192.0,Thy Will,Hillary Scott & The Scott Family,0.506,0.373,0.11800000000000001,0.12300000000000001,157.74200000000002,1.03e-06,0.718,56.0,[]
Male,18 - 30,1 - 2,3,4,3,4,5,Hallelujah Leonard Cohen,Yes,192,19,1.0,3,192.0,Hallelujah,Leonard Cohen,0.344,0.28,0.133,0.23199999999999998,171.143,0.00642,0.715,64.0,"['canadian folk', 'folk', 'folk rock', 'folk-pop', 'melancholia', 'permanent wave', 'singer-songwriter', 'traditional folk']"
Female,18 - 30,1 - 2,2,4,4,3,2,Shot of Glory Washboard Union ,No,193,15,0.0,1,193.0,Shot of Glory,The Washboard Union,0.9209999999999999,0.46799999999999997,0.222,0.9129999999999999,185.93400000000003,0.0,0.0511,36.0,['canadian country']
Female,18 - 30,1 - 2,2,4,4,3,2,Keep me in Mind Zac Brown Band,No,193,15,0.0,2,193.0,Keep Me In Mind,Zac Brown Band,0.715,0.684,0.18100000000000002,0.563,96.01799999999999,0.0,0.159,57.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
Female,18 - 30,1 - 2,2,4,4,3,2,Footloose Blake Shelton,No,193,15,0.0,3,193.0,Footloose,Blake Shelton,0.924,0.52,0.128,0.8440000000000001,173.98,2.31e-06,0.00121,50.0,"['contemporary country', 'country', 'country road']"
Male,18 - 30,2+,6,5,6,6,6,Candyman Zedd,No,194,29,1.0,2,194.0,Candyman,Zedd,0.875,0.573,0.35600000000000004,0.235,149.974,0.0,0.0232,64.0,"['complextro', 'dance pop', 'edm', 'german techno', 'pop', 'post-teen pop', 'tropical house']"
Male,18 - 30,2+,6,5,6,6,6,Spectrum Zedd,No,194,29,1.0,3,194.0,Spectrum,Zedd,0.8009999999999999,0.609,0.127,0.40700000000000003,129.99,0.00349,0.0137,64.0,"['complextro', 'dance pop', 'edm', 'german techno', 'pop', 'post-teen pop', 'tropical house']"
Female,18 - 30,1 - 2,5,4,4,4,5,Ocean eyes (astronomy edit) Billie Eilish,No,195,22,1.0,1,195.0,Ocean Eyes - Astronomyy Remix,Billie Eilish,0.48100000000000004,0.594,0.0939,0.0671,144.941,0.0126,0.629,63.0,"['art pop', 'electropop', 'pop']"
Female,18 - 30,1 - 2,5,4,4,4,5,Girls your age transviolet,No,195,22,1.0,2,195.0,Girls Your Age,Transviolet,0.39799999999999996,0.4270000000000001,0.0903,0.114,139.249,0.00479,0.45299999999999996,57.0,"['dance pop', 'electropop', 'indie electro-pop', 'indie poptimism', 'indietronica', 'vapor soul']"
Female,18 - 30,1 - 2,5,4,4,4,5,Drunk Zayn,No,195,22,1.0,3,195.0,dRuNk,ZAYN,0.597,0.643,0.107,0.375,119.82700000000001,9.9e-06,0.509,61.0,"['dance pop', 'pop', 'post-teen pop']"
Female,18 - 30,0 - 1,1,3,2,2,2,Side to side ariana grande,No,196,10,0.0,1,196.0,Side To Side,Ariana Grande,0.736,0.65,0.235,0.612,159.174,0.0,0.0513,84.0,"['dance pop', 'pop', 'post-teen pop']"
Female,18 - 30,0 - 1,1,3,2,2,2,Cold water justin beiber,No,196,10,0.0,2,196.0,Cold Water (feat. Justin Bieber & MØ),Major Lazer,0.7979999999999999,0.608,0.156,0.501,92.943,0.0,0.0736,61.0,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
Female,18 - 30,0 - 1,1,3,2,2,2,Let you down justin beiber,No,196,10,0.0,3,196.0,Let Me Love You,DJ Snake,0.716,0.649,0.135,0.163,99.988,2.6300000000000002e-05,0.0863,82.0,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']"
Female,18 - 30,1 - 2,3,3,4,4,4,Anime soundtracks,No,197,18,1.0,1,197.0,Doraemon no Uta (Orchestral Anime Soundtrack),The Robotic Cats,0.21600000000000005,0.508,0.125,0.615,120.96600000000001,0.887,0.221,19.0,[]
Female,18 - 30,1 - 2,3,3,4,4,4,harry potter sound tracks,No,197,18,1.0,2,197.0,Harry Potter Theme,"John Williams, Hollywood Studio Orchestra",0.23199999999999998,0.131,0.0935,0.0393,178.208,0.774,0.9520000000000001,42.0,"['post-romantic era', 'ukrainian classical']"
Female,18 - 30,1 - 2,3,3,4,4,4,christmas songs,No,197,18,1.0,3,197.0,I've Got You Under My Skin - Remastered 1998,Frank Sinatra,0.247,0.585,0.107,0.591,127.15,8.85e-06,0.452,69.0,"['adult standards', 'christmas', 'easy listening', 'lounge']"
Male,18 - 30,2+,3,3,2,2,4,sweet sweet travis scott,No,198,14,0.0,1,198.0,sweet sweet,Travis Scott,0.578,0.733,0.40299999999999997,0.447,142.028,1.19e-06,0.0859,67.0,"['pop', 'pop rap', 'rap']"
Male,18 - 30,2+,3,3,2,2,4,roses SAINt JHN,No,198,14,0.0,2,198.0,Roses,SAINt JHN,0.5,0.782,0.133,0.281,102.001,2.05e-05,0.342,66.0,"['indie r&b', 'rap', 'trap music', 'trap soul', 'underground hip hop']"
Male,18 - 30,2+,3,3,2,2,4,crazy brazy asap rocky and friends,No,198,14,0.0,3,198.0,"Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)",ASAP Mob,0.629,0.755,0.126,0.591,143.083,0.0,0.32,52.0,"['hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap']"
Female,30+,1 - 2,5,5,5,5,6,Into You Ariana Grande,No,199,26,1.0,2,199.0,Into You,Ariana Grande,0.7340000000000001,0.623,0.145,0.3720000000000001,107.853,1.9e-06,0.0162,83.0,"['dance pop', 'pop', 'post-teen pop']"
Female,30+,1 - 2,5,5,5,5,6,Kiss it better Rhianna,No,199,26,1.0,3,199.0,Kiss It Better (Originally Performed By Rhianna),Sunfly Karaoke,0.418,0.484,0.0625,0.542,190.237,0.408,0.0021100000000000003,1.0,['karaoke']
Male,18 - 30,1 - 2,3,4,4,3,5,Recognize Partynextdoor,No,200,19,1.0,1,200.0,Recognize (feat. Drake),PARTYNEXTDOOR,0.541,0.643,0.102,0.165,119.501,0.0,0.0102,69.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
Male,18 - 30,1 - 2,3,4,4,3,5,Through the Late Night Travis Scott,No,200,19,1.0,2,200.0,through the late night,Travis Scott,0.589,0.7440000000000001,0.11900000000000001,0.242,127.051,0.0,0.36,72.0,"['pop', 'pop rap', 'rap']"
Male,18 - 30,1 - 2,3,4,4,3,5,Luv Tory Lanez,No,200,19,1.0,3,200.0,LUV,Tory Lanez,0.528,0.539,0.11699999999999999,0.252,190.169,0.0,0.0108,71.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
Female,17 & Under,2+,3,3,5,2,6,Don't Wanna Know Maroon 5,No,201,19,1.0,2,201.0,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.61,0.7829999999999999,0.0983,0.418,100.04700000000001,0.0,0.34299999999999997,69.0,"['pop', 'pop rock']"
Female,17 & Under,2+,3,3,5,2,6,All we know The Chainsmokers,No,201,19,1.0,3,201.0,All We Know,The Chainsmokers,0.586,0.662,0.115,0.29600000000000004,90.0,0.0027199999999999998,0.09699999999999999,75.0,"['edm', 'electropop', 'pop', 'tropical house']"
Female,18 - 30,1 - 2,3,2,2,5,5,Singing Low The Fray,No,202,17,1.0,2,202.0,Singing Low,The Fray,0.593,0.527,0.11,0.28300000000000003,90.167,0.000182,0.413,51.0,"['neo mellow', 'piano rock', 'pop', 'pop rock']"
Female,18 - 30,1 - 2,3,2,2,5,5,Kids One Republic ,No,202,17,1.0,3,202.0,Stranger Things (feat. OneRepublic),Kygo,0.6609999999999999,0.604,0.0951,0.506,107.016,0.0,0.23399999999999999,74.0,"['edm', 'pop', 'tropical house']"
Male,18 - 30,1 - 2,3,5,0,5,4,O Sole Mio Pavarotti ft. Bryan Adams,No,203,17,1.0,1,203.0,'O Sole Mio - Live,Luciano Pavarotti,0.264,0.297,0.7,0.247,62.074,1.4000000000000001e-05,0.943,44.0,"['classical', 'italian opera', 'italian romanticism', 'post-romantic era']"
Male,18 - 30,1 - 2,3,5,0,5,4,Tennessee Whiskey Chris Stapleton,No,203,17,1.0,2,203.0,Tennessee Whiskey,Chris Stapleton,0.37,0.392,0.0821,0.512,48.718,0.0096,0.205,78.0,['contemporary country']
Male,18 - 30,1 - 2,3,5,0,5,4,Mirrors Justin Timberlake,No,203,17,1.0,3,203.0,Mirrors,Justin Timberlake,0.512,0.574,0.0946,0.512,76.899,0.0,0.23399999999999999,67.0,"['dance pop', 'pop']"
Female,18 - 30,2+,3,5,2,5,4,Ain't No Other Man But You Christina Aguilera ,Yes,204,19,1.0,2,204.0,Ain't No Other Man,Christina Aguilera,0.742,0.862,0.10300000000000001,0.511,127.91,0.00855,0.0037600000000000003,64.0,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
Female,18 - 30,2+,3,5,2,5,4,Rap God Eminem ,Yes,204,19,1.0,3,204.0,Rap God,Eminem,0.843,0.708,0.799,0.625,148.14,0.0,0.397,81.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
Male,18 - 30,2+,5,5,4,6,5,Congratulations Post Malone,No,205,25,1.0,1,205.0,Congratulations,Post Malone,0.804,0.63,0.253,0.4920000000000001,123.146,0.0,0.215,88.0,"['pop', 'rap']"
Male,18 - 30,2+,5,5,4,6,5,Love$ick Mura Masa,No,205,25,1.0,2,205.0,Love$ick (feat. A$AP Rocky),Mura Masa,0.763,0.625,0.214,0.721,88.75299999999999,0.0106,0.147,75.0,"['edm', 'vapor soul']"
Male,18 - 30,2+,5,5,4,6,5,Used To This Future,No,205,25,1.0,3,205.0,Used to This,Future,0.727,0.618,0.196,0.401,164.99200000000005,0.0,0.0312,65.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
Male,18 - 30,0 - 1,3,6,6,6,6,Vivir Mi Vida Marc Anthony,Yes,206,27,1.0,1,206.0,Vivir Mi Vida,Marc Anthony,0.877,0.655,0.349,0.893,105.01700000000001,0.0,0.344,75.0,"['latin', 'latin pop', 'salsa', 'tropical']"
Male,18 - 30,0 - 1,3,6,6,6,6,In the end Linkin Park,Yes,206,27,1.0,2,206.0,In The End,Linkin Park,0.853,0.542,0.10800000000000001,0.37,105.256,0.0,0.0103,85.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
Male,18 - 30,0 - 1,3,6,6,6,6,Sing for the moment Eminem,Yes,206,27,1.0,3,206.0,Sing For The Moment,Eminem,0.81,0.664,0.0559,0.162,164.05200000000005,1.62e-06,0.00196,74.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
Male,18 - 30,2+,5,6,4,6,4,Guidance Travis Scott,Yes,207,25,1.0,1,207.0,guidance,Travis Scott,0.753,0.7020000000000001,0.41,0.45299999999999996,139.98,1.38e-06,0.0609,63.0,"['pop', 'pop rap', 'rap']"
Male,18 - 30,2+,5,6,4,6,4,March Madness Future,Yes,207,25,1.0,2,207.0,March Madness,Future,0.6609999999999999,0.406,0.10099999999999999,0.335,180.206,0.0,0.17300000000000001,65.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
Male,18 - 30,2+,5,6,4,6,4,Timmy Turner Desiigner,Yes,207,25,1.0,3,207.0,Tiimmy Turner,Desiigner,0.725,0.602,0.0786,0.304,122.803,0.0,0.174,76.0,"['dwn trap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
Female,18 - 30,2+,5,4,5,3,4,Electric Body ASAP Rocky,Yes,208,21,1.0,1,208.0,Electric Body,A$AP Rocky,0.598,0.897,0.0646,0.528,119.96600000000001,0.0014,0.4920000000000001,65.0,"['east coast hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'trap music']"
Female,18 - 30,2+,5,4,5,3,4,Big Body School Boy Q,Yes,208,21,1.0,2,208.0,Big Body,"ScHoolboy Q, Tha Dogg Pound",0.9490000000000001,0.9440000000000001,0.348,0.763,116.012,0.0,0.0724,44.0,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Female,18 - 30,2+,5,4,5,3,4,Maad City Kendrick Lamar,Yes,208,21,1.0,3,208.0,m.A.A.d city,Kendrick Lamar,0.7290000000000001,0.48700000000000004,0.44,0.217,91.04799999999999,4.07e-06,0.0538,67.0,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
Female,18 - 30,3+,4,5,4,5,6,Trust Nobody Cashmere Cat,No,209,24,1.0,1,209.0,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,0.625,0.49,0.11800000000000001,0.748,78.762,0.0,0.4970000000000001,66.0,"['dance pop', 'downtempo', 'edm', 'electropop', 'pop', 'post-teen pop', 'shiver pop']"
Female,18 - 30,3+,4,5,4,5,6,Deja Vu Post Malone,No,209,24,1.0,2,209.0,Deja Vu,Post Malone,0.69,0.62,0.131,0.331,133.935,0.0,0.0931,78.0,"['pop', 'rap']"
Female,18 - 30,2+,4,5,4,5,3,Ooh La The Kooks,Yes,210,21,1.0,1,210.0,Ooh La,The Kooks,0.873,0.5429999999999999,0.15,0.7859999999999999,150.891,9.449999999999999e-05,0.0165,48.0,"['garage rock', 'indie rock', 'modern rock', 'rock']"
Female,18 - 30,2+,4,5,4,5,3,Kill Your Heroes AWOLNATION,Yes,210,21,1.0,2,210.0,Kill Your Heroes,AWOLNATION,0.95,0.575,0.765,0.315,96.046,9.470000000000001e-05,0.00842,54.0,"['la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp pop']"
Female,18 - 30,2+,4,5,4,5,3,Honey Save Me From My Falsehoods Asha Jefferies,Yes,210,21,1.0,3,210.0,"Honey, Save Me From My Falsehoods",Asha Jefferies,0.0218,0.332,0.11199999999999999,0.11900000000000001,83.626,6.54e-05,0.8690000000000001,28.0,[]
Female,18 - 30,2+,4,4,4,5,4,aint my fault rehab remix,Yes,211,21,1.0,1,211.0,Ain't My Fault - R3hab Remix,Zara Larsson,0.847,0.67,0.22,0.613,150.109,0.0,0.0156,64.0,"['dance pop', 'edm', 'pop', 'post-teen pop', 'r&b', 'swedish electropop', 'swedish pop', 'tropical house']"
